PDB,fa_atr,fa_rep,fa_sol,fa_elec,hbond_bb_sc,hbond_sc,Interface_Energy,Total_BSA,Interface_HB,Total_packstats,Interface_unsat,Total_pose_exposed_SASA,interface_hydrophobic_sasa,interface_polar_sasa,6.6,7.6,8.6,16.6,6.7,7.7,8.7,16.7,6.8,7.8,8.8,16.8,6.9,7.9,8.9,16.9,6.15,7.15,8.15,16.15,6.16,7.16,8.16,16.16,6.17,7.17,8.17,16.17,6.35,7.35,8.35,16.35,6.53,7.53,8.53,16.53,SIDE_flex_ALPHA,SIDE_flex_BETA,SIDE_flex_OTHER,BACK_flex_ALPHA,BACK_flex_BETA,BACK_flex_OTHER,TotalElec,TotalHbond,Hphobe_contact,Pi_Pi,T-stack,Cation-pi,Salt_Bridge,diff_entropy,pienergy,fsp3,polarsurfacearea,vdwsa,Label
2ax9_BHM_A_decoys_3,-33.8457,15.2314,1.36998,-1.26244,0,0,-25.6433,828.835,0,0.534977,2,0.301816,0.808485,0.191515,3467,793,764,97,409,89,84,13,836,193,181,26,0,0,0,0,0,0,0,0,384,96,86,12,0,0,0,0,0,0,0,0,0,0,0,0,63,0,5,16,0,0,-50470.59207,0,31,0,0,0,0,-1,49.71,0,82.78,414.5,0
2b7a_IZA_A_decoys_1,-30.3798,9.85157,3.21251,-1.41987,0,0,-23.4137,699.026,0,0.538931,5,0.304499,0.728977,0.271023,3777,1015,1098,41,484,134,147,7,197,49,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,14,8,9738.991646,0,28,0,0,0,0,1.2,34.89,0.19,54.88,436.2,0
2b7a_IZA_A_decoys_2,-23.5889,8.21524,-0.263805,-2.38676,0,0,-21.9659,709.058,0,0.548655,2,0.282089,0.629148,0.370852,2433,691,737,24,335,98,102,4,324,94,98,4,0,0,0,0,0,0,0,0,126,44,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,16,11,17158.17312,1,22,0,0,0,0,0.5,34,0.38,46.94,446.64,0
2b7a_IZA_A_decoys_3,-27.0254,6.6708,0.198902,-2.85438,0,0,-26.8918,729.983,0,0.565518,6,0.246032,0.71996,0.28004,2890,803,868,29,381,100,106,5,358,100,107,5,0,0,0,0,0,0,0,0,165,40,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,9,7,21024.64252,1,14,0,0,0,0,1,36.71,0.19,49.41,376.48,0
2bal_PQA_A_decoys_1,-26.1693,4.6073,8.96099,-3.24702,-1.71674,0,-20.4829,734.972,1,0.620058,8,0.351678,0.688957,0.311043,2613,739,814,39,605,173,191,10,273,81,94,5,0,0,0,0,0,0,0,0,184,53,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,19,0,-109474.7658,1,16,0,0,0,0,1.4,38.27,0.28,82.59,466.23,0
2bal_PQA_A_decoys_2,-27.6477,3.69524,3.64989,-3.65608,-1.96181,0,-27.3699,773.222,2,0.614542,4,0.379465,0.679084,0.320916,2983,852,928,43,435,129,138,7,277,88,94,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,24,0,-10436.40052,2,16,0,0,0,0,1.4,39.8,0.33,70.23,541.36,0
2bal_PQA_A_decoys_3,-23.4656,3.46605,12.1405,-15.9906,-1.97074,-1.43887,-28.1272,736.298,3,0.587173,2,0.332611,0.585985,0.414015,1817,510,579,24,283,80,98,3,547,144,160,5,0,0,0,0,0,0,0,0,192,46,50,2,206,65,65,3,0,0,0,0,0,0,0,0,8,17,4,0,27,2,-261716.5253,3,8,0,0,0,0,2.5,35.94,0.46,89.26,472.6,0
2bgd_T1D_A_decoys_1,-25.3772,5.06709,8.21202,-4.1996,0,-0.673222,-21.4254,632.406,1,0.72049,9,0.35335,0.757257,0.242743,1963,684,605,28,352,123,119,5,402,141,123,7,0,0,0,0,0,0,0,0,138,48,45,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,76,0,0,1,22809.27518,1,23,2,0,0,0,-1.6,38.95,0.31,89.02,465.06,0
2bgd_T1D_A_decoys_2,-22.5872,5.97079,8.1658,0.473268,0,0,-11.2771,641.978,0,0.693512,8,0.387164,0.814114,0.185886,1956,654,593,27,461,171,141,8,288,94,85,5,175,48,50,1,0,0,0,0,149,52,43,2,0,0,0,0,0,0,0,0,0,0,0,0,23,2,47,3,0,2,-26148.00614,0,18,0,0,0,0,-1.5,46.69,0.07,76.88,434.9,0
2bgd_T1D_A_decoys_3,-28.9805,9.19117,12.3399,-11.6113,-0.749096,0,-25.1048,639.073,1,0.685374,7,0.363831,0.766979,0.233021,1872,657,561,28,446,141,137,4,399,143,123,8,0,0,0,0,0,0,0,0,302,92,96,3,0,0,0,0,0,0,0,0,0,0,0,0,34,2,60,6,0,13,-74253.04554,1,19,2,0,0,0,-1.1,40.92,0.07,89.02,408.77,0
2bhe_BRY_A_decoys_1,-19.307,4.54244,5.25329,-5.50069,-1.54158,0,-18.7667,641.398,2,0.544036,3,0.27618,0.692623,0.307377,2091,522,544,0,181,45,46,0,545,137,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,93,98,0,0,0,0,0,0,17,6,0,3,13,-1753.280532,2,5,0,0,0,0,1.5,31.96,0.09,55.4,301.96,0
2bhe_BRY_A_decoys_2,-20.6769,7.70234,2.08839,-2.81034,0,0,-17.7442,714.895,0,0.567166,4,0.370657,0.66572,0.33428,3128,783,812,0,364,90,94,0,321,84,92,0,0,0,0,0,0,0,0,0,179,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,7,4,-13135.86464,1,9,0,0,0,0,0.8,42.26,0.11,49.41,437.33,0
2bhe_BRY_A_decoys_3,-20.5527,4.74387,5.46057,-0.463311,0,0,-13.9426,704.548,0,0.517632,3,0.320896,0.642712,0.357288,2844,717,735,0,365,92,95,0,325,81,89,1,0,0,0,0,0,0,0,0,182,48,47,0,215,48,53,0,0,0,0,0,0,0,0,0,2,10,20,0,6,6,79058.10884,0,5,0,0,0,0,0.7,41.64,0.06,43.78,409,0
2bpm_529_A_decoys_1,-15.6372,9.06751,9.05405,-0.875962,0,0,-2.96108,647.263,0,0.527068,4,0.408557,0.6016,0.3984,2043,518,559,0,800,207,218,0,148,39,41,0,249,62,66,0,0,0,0,0,135,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,0,18,0,89.28375663,0,10,0,0,1,0,-0.8,52.69,0.23,109.62,414.76,0
2bpm_529_A_decoys_2,-26.827,5.07353,13.836,-11.4217,-2.46203,-0.552607,-25.3141,627.346,3,0.596872,2,0.409837,0.53331,0.46669,1751,431,470,0,860,220,230,0,343,80,87,0,0,0,0,0,0,0,0,0,282,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,0,0,30,0,-33954.62684,3,17,0,0,0,0,-3.3,40.38,0.17,106.4,362.12,0
2bpm_529_A_decoys_3,-30.2239,8.03148,7.16954,-9.3185,0,-2.1161,-30.4305,734.983,2,0.601705,5,0.326171,0.551623,0.448377,3047,757,805,0,820,203,215,0,189,45,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,56,0,0,14,0,-90449.48036,3,27,0,0,0,0,-0.6,43.06,0.29,101.1,481.34,0
2br1_PFP_A_decoys_1,-32.7841,9.63853,7.77559,-1.42029,-1.23462,0,-22.6369,794.414,2,0.596473,5,0.400259,0.718117,0.281883,2788,706,888,19,547,133,167,3,605,156,198,4,0,0,0,0,0,0,0,0,135,35,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,20,7,-50650.02412,1,20,0,0,0,0,1.9,35.69,0.63,87.74,614.05,0
2br1_PFP_A_decoys_2,-25.4125,7.19847,3.03369,0.861275,0,0,-18.1663,665.141,0,0.626753,4,0.467483,0.772358,0.227642,3159,792,1017,19,454,115,141,3,508,132,181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,13,3,-9361.751451,0,23,0,0,0,0,-6.7,46.93,0.3,87.72,595.57,0
2br1_PFP_A_decoys_3,-33.9283,7.02072,13.5136,-9.63374,-2.12887,0,-29.0327,854.494,3,0.593231,4,0.326675,0.701051,0.298949,2832,740,927,16,853,225,277,5,329,82,107,2,0,0,0,0,0,0,0,0,325,80,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,0,43,11,-153964.4768,5,25,0,0,0,0,-7.4,42.27,0.22,96.01,502.41,0
2brb_PFQ_A_decoys_1,-24.3176,49.781,10.7577,-8.60007,0,0,4.09946,731.844,0,0.541421,6,0.391194,0.641863,0.358137,2604,670,876,18,635,160,211,4,194,46,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0,5,7,-513240.6208,0,12,0,0,0,1,-1.1,23.19,0.79,58.95,551.15,0
2brb_PFQ_A_decoys_2,-24.3154,3.61832,4.84998,-2.61189,0,0,-20.3378,658.248,0,0.592046,5,0.356665,0.723733,0.276267,3026,756,961,18,497,125,158,3,393,98,113,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,0,3,8,-75145.64509,0,14,0,0,0,1,0.5,26.5,0.5,61.77,480.51,0
2brb_PFQ_A_decoys_3,-27.9272,5.059,3.26574,0.0543046,0,0,-22.7359,702.247,0,0.616241,6,0.319514,0.727442,0.272558,2817,701,886,16,789,191,246,4,166,42,58,1,0,0,0,0,0,0,0,0,0,0,0,0,101,28,35,1,0,0,0,0,0,0,0,0,0,36,6,0,9,1,-12232.26006,0,21,0,0,0,0,-5.6,29.29,0.31,60.16,438.81,0
2brc_CT5_A_decoys_1,-23.1398,13.7321,9.343,-6.67864,0,-0.585113,-12.7593,630.182,1,0.583185,6,0.394504,0.755111,0.244889,3184,802,973,19,813,190,230,4,212,49,60,1,0,0,0,0,0,0,0,0,0,0,0,0,247,60,82,2,0,0,0,0,0,0,0,0,8,37,13,5,4,1,54134.52788,1,10,0,0,0,0,1.4,49.56,0.33,87.72,475.07,0
2brc_CT5_A_decoys_2,-24.5878,4.50404,7.52999,-2.29604,0,0,-18.007,705.726,0,0.711697,7,0.319885,0.64478,0.35522,2896,769,903,19,531,146,173,3,367,90,119,2,0,0,0,0,0,0,0,0,218,55,63,1,0,0,0,0,0,0,0,0,0,0,0,0,21,20,4,9,7,0,42177.85011,1,15,0,0,0,0,1.4,41.12,0.18,70.23,431.98,0
2brc_CT5_A_decoys_3,-23.0729,4.67405,12.3572,-0.626519,0,0,-9.49192,671.731,0,0.684982,8,0.355162,0.561991,0.438009,2401,612,734,15,577,150,175,5,406,94,107,3,402,101,121,2,0,0,0,0,0,0,0,0,231,65,82,2,0,0,0,0,0,0,0,0,26,14,16,11,4,9,21582.02737,1,13,0,0,0,0,-1.3,54,0,70.23,397.95,0
2bre_KJ2_A_decoys_1,-23.4222,3.94472,10.9028,-5.18516,-1.07008,0,-18.0439,723.124,1,0.658959,5,0.316612,0.660118,0.339882,2342,588,705,15,420,96,120,2,551,145,173,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,32,44,1,0,0,0,0,27,8,12,10,0,12,-70241.09357,2,11,0,0,0,1,-0.4,29.22,0.46,84.58,429.4,0
2bre_KJ2_A_decoys_2,-24.8332,4.7738,9.25901,-10.5997,0,-2.60021,-26.9965,700.313,2,0.64727,3,0.333282,0.699112,0.300888,2560,626,764,14,584,143,180,3,300,80,98,2,0,0,0,0,0,0,0,0,0,0,0,0,434,106,121,3,0,0,0,0,0,0,0,0,19,31,1,6,0,0,-88769.13459,3,9,0,0,0,0,0.6,29.73,0.5,78.59,447.7,0
2bre_KJ2_A_decoys_3,-20.685,3.07748,8.6156,-3.97333,0,-0.7716,-16.2654,730.113,1,0.64604,3,0.392548,0.655639,0.344361,2898,738,917,21,662,177,209,5,132,34,47,1,253,68,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,4,15,6,0,-110156.3062,3,20,0,0,0,0,-2.3,62.95,0.15,82.42,499.68,0
2brg_DFY_A_decoys_1,-29.9846,5.78071,12.0452,-5.74956,-1.99501,0,-23.4178,766.418,2,0.61168,4,0.312097,0.691912,0.308088,2497,660,778,15,530,142,178,3,370,96,116,2,0,0,0,0,0,0,0,0,219,48,58,1,152,42,50,1,0,0,0,0,0,0,0,0,0,64,12,0,29,11,-16845.87258,2,25,0,0,0,0,-1.8,41.86,0,68.02,379.68,0
2brg_DFY_A_decoys_2,-20.94,3.41299,6.70488,-7.5821,-0.349776,0,-20.9385,618.502,1,0.636222,5,0.389191,0.618079,0.381921,2066,559,682,14,357,93,111,2,591,148,178,3,257,69,86,2,0,0,0,0,0,0,0,0,196,52,57,1,0,0,0,0,0,0,0,0,0,26,4,0,17,7,-6540.422254,1,13,0,0,0,0,-3.7,59.9,0.07,74.92,392.43,0
2brg_DFY_A_decoys_3,-21.7353,4.96267,6.7454,-5.9785,-1.2652,0,-19.9785,555.402,2,0.62351,3,0.379127,0.628885,0.371115,1527,407,501,10,519,143,172,3,371,97,119,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,25,26,1,0,34,4,0,17,0,-23063.54961,2,20,0,0,0,0,-1.3,27.09,0.1,74.48,300.47,0
2brh_DFW_A_decoys_1,-22.3145,4.55271,5.00541,-8.56803,-0.653143,-0.794817,-24.8916,661.682,2,0.618553,4,0.372252,0.661989,0.338011,2645,694,887,19,274,75,95,2,536,146,188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,12,11,-168723.6061,2,11,0,0,0,0,-4.2,41.86,0.21,86.71,472.44,0
2brh_DFW_A_decoys_2,-22.1814,4.14343,13.4063,-8.57416,-1.01353,0,-15.9066,581.011,2,0.652482,4,0.389834,0.71669,0.28331,2209,582,720,15,0,0,0,0,954,259,308,6,511,142,164,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,22,2,-139344.5174,2,9,0,0,0,0,-2.5,55.47,0.33,93.06,398.46,0
2brh_DFW_A_decoys_4,-26.6097,4.86298,11.4966,-11.2516,0,-0.447099,-25.0806,750.525,1,0.614676,10,0.214741,0.659808,0.340192,2739,702,882,16,506,133,169,3,566,143,165,3,0,0,0,0,0,0,0,0,202,51,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,0,5,10,-142233.369,1,15,0,0,0,0,-3.3,36.19,0.31,87.3,449.99,0
2brm_DFZ_A_decoys_1,-21.556,4.22801,3.1962,-3.71354,0,0,-20.3999,622.716,0,0.61933,5,0.382726,0.687041,0.312959,2567,645,835,18,152,42,50,1,490,124,166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,12,4,-5431.14782,0,12,0,0,0,0,-1.2,42.26,0.33,79.54,463.08,0
2brm_DFZ_A_decoys_2,-20.856,3.51474,6.22079,-3.30451,0,0,-16.8047,572.468,0,0.610981,5,0.348059,0.748861,0.251139,1769,460,585,13,317,81,101,2,515,121,165,3,0,0,0,0,0,0,0,0,289,77,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0,5,8,2064.317234,0,19,0,0,0,0,-3.9,41.1,0.15,75.27,414.05,0
2brm_DFZ_A_decoys_3,-18.3263,3.37277,6.34593,-1.87921,-1.17772,0,-13.7693,582.568,1,0.618343,4,0.401798,0.770952,0.229048,2011,528,653,14,339,89,117,2,470,120,162,3,288,69,96,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,7,6,-24409.53433,1,11,0,0,0,0,-2,51.55,0.29,67.43,389.62,0
2bro_DF2_A_decoys_1,-21.9018,7.88435,4.15578,-0.370599,0,0,-14.5703,662.675,0,0.567659,5,0.424985,0.676534,0.323466,2629,662,809,18,462,115,147,3,448,110,135,3,0,0,0,0,0,0,0,0,143,40,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,4,0,-32491.23107,0,13,0,0,0,0,-0.3,34.05,0.61,92.5,536.7,0
2bro_DF2_A_decoys_2,-31.1621,6.84532,15.794,-12.8884,-1.18771,-0.979321,-27.0147,675.841,3,0.63746,5,0.315753,0.67345,0.32655,1705,452,544,10,909,240,291,5,186,50,61,1,344,97,121,3,0,0,0,0,421,104,120,2,168,47,55,1,0,0,0,0,0,0,0,0,0,47,15,0,29,6,-130778.5657,5,12,0,0,0,0,-3.1,55.16,0.2,93.79,380.21,0
2bro_DF2_A_decoys_3,-27.4296,6.06735,3.40632,-0.624186,0,0,-21.8693,664.198,0,0.63992,5,0.367914,0.686466,0.313534,3117,830,1024,20,392,95,114,2,675,173,210,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,12,5,40620.14252,0,18,0,0,0,0,1.2,45.89,0.25,100.7,504.88,0
2bsm_BSM_A_decoys_1,-25.6704,5.34164,7.48799,-7.93179,0,-0.99258,-24.4104,821.374,1,0.626973,7,0.318446,0.677903,0.322097,3217,873,1082,27,296,81,101,2,676,174,222,6,0,0,0,0,0,0,0,0,141,36,51,1,0,0,0,0,0,0,0,0,0,0,0,0,15,22,10,5,3,10,-270197.205,1,11,0,0,1,0,1.4,52.91,0.19,86.89,523.65,0
2bsm_BSM_A_decoys_2,-23.8668,8.58054,13.4153,-6.06462,0,-1.54177,-14.5418,741.46,1,0.623363,3,0.353948,0.575558,0.424442,2685,745,940,21,668,183,220,6,430,121,157,4,0,0,0,0,0,0,0,0,0,0,0,0,97,28,38,1,0,0,0,0,0,0,0,0,42,20,4,3,5,10,-66706.78895,2,16,0,0,0,0,-3.4,53.44,0.2,103.18,515.65,0
2bsm_BSM_A_decoys_3,-27.897,5.70765,6.13922,-2.4542,0,0,-22.357,885.097,0,0.612003,9,0.295863,0.665628,0.334372,3116,839,1071,23,664,175,220,6,307,76,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,11,3,0,9,-24409.13623,1,24,0,0,0,0,-1,19.52,0.9,82.26,624.33,0
2bu2_TF1_A_decoys_1,-29.3383,6.91182,2.34549,-6.32129,0,-1.28374,-30.1099,616.026,1,0.566861,5,0.433681,0.84148,0.15852,2059,509,571,26,468,113,122,5,545,125,151,7,0,0,0,0,0,0,0,0,418,98,120,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,30,8,0,0,19450.03213,1,30,1,0,0,0,-2.7,39.02,0.5,72.88,520.39,0
2bu2_TF1_A_decoys_2,-19.5178,4.88636,1.50255,-0.764028,0,0,-17.4962,552.107,0,0.534452,4,0.464052,0.835796,0.164204,1982,476,551,20,552,136,147,6,218,46,63,3,480,119,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,9,0,0,-2476.23915,0,29,2,0,0,0,-2.5,64.12,0.13,66.7,416.15,0
2bu2_TF1_A_decoys_3,-24.7683,4.29127,9.02262,-0.169487,0,0,-15.406,539.584,0,0.587657,7,0.408954,0.888589,0.111411,1512,363,408,19,743,186,198,10,403,98,103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,52,64,3,0,0,0,0,23,0,29,12,0,0,131196.0008,0,23,2,0,0,0,-1.5,30.98,0.44,67.23,337.17,0
2bu7_TF3_A_decoys_1,-22.9475,33.4325,3.24797,-1.21847,0,0,-3.4873,808.884,0,0.509258,2,0.334567,0.711981,0.288019,2755,650,758,22,270,67,75,1,282,71,81,2,0,0,0,0,0,0,0,0,0,0,0,0,430,101,122,4,0,0,0,0,0,0,0,0,20,0,17,0,0,5,-153333.2812,0,13,0,0,0,0,0.3,34.27,0.38,57.43,483.83,0
2bu7_TF3_A_decoys_2,-20.8506,7.2691,4.31433,0.203334,0,0,-13.2444,765.27,0,0.511967,2,0.364826,0.718059,0.281941,2779,671,772,18,403,89,106,3,603,137,161,4,0,0,0,0,0,0,0,0,238,55,63,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,0,7,5032.643678,0,13,0,0,1,0,-1.3,44.09,0.16,85.33,517.42,0
2bu7_TF3_A_decoys_3,-19.5458,27.6619,-1.16319,1.20662,0,0,-5.2837,856.527,0,0.49299,2,0.245287,0.826599,0.173401,3448,780,930,27,950,219,259,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,7,0,0,14534.03553,0,20,0,0,0,0,1.5,25.1,0.35,65.68,523.75,0
2byh_2D7_A_decoys_1,-30.388,13.1951,9.87025,-12.3626,-0.213598,-0.739581,-27.7035,733.557,2,0.671653,4,0.306484,0.630325,0.369675,3611,894,1052,36,549,136,156,6,548,138,158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,25,16,6,7,26568.62258,2,26,0,0,0,0,-1.3,43.79,0,98.65,445.27,0
2byh_2D7_A_decoys_2,-28.5748,7.47397,15.229,-7.84321,0,-1.6829,-18.889,714.821,2,0.691929,6,0.296955,0.675811,0.324189,3369,861,1032,30,408,100,123,3,831,198,238,7,671,158,194,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,10,18,6,0,-152002.3018,3,19,0,0,0,0,-0.1,58.98,0.22,98.66,463.92,0
2byh_2D7_A_decoys_3,-28.4387,5.11338,16.0143,-9.77551,0,-2.64118,-23.2979,715.403,2,0.690589,7,0.284838,0.599858,0.400142,3331,859,1043,29,345,97,112,3,700,176,223,6,408,113,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,18,16,0,6,-33066.25152,2,19,0,0,0,0,1.3,58.98,0.22,98.66,466.16,0
2c1p_FNZ_B_decoys_1,-23.2841,3.62933,10.1282,-1.71869,0,0,-13.6611,680.069,0,0.629797,4,0.367927,0.731032,0.268968,2677,718,678,31,201,51,47,2,773,199,187,9,0,0,0,0,0,0,0,0,198,53,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,1,6,-25954.25824,0,16,0,0,0,0,-1.6,31.78,0.6,64.63,437.66,0
2c1p_FNZ_B_decoys_2,-24.0433,8.10691,4.58911,-0.0648516,0,0,-17.1559,675.322,0,0.638382,4,0.309701,0.759178,0.240822,2553,666,639,28,421,111,109,6,633,167,155,8,0,0,0,0,0,0,0,0,377,102,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,1,2,33342.30441,0,29,0,0,0,0,-0.6,36.9,0.15,66.48,414.41,0
2c1p_FNZ_B_decoys_3,-18.9042,3.4481,0.340091,-1.48326,-0.586238,0,-19.0534,601.728,1,0.643573,2,0.384902,0.667646,0.332354,2530,692,641,21,299,86,86,2,463,125,112,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,10,-94414.38698,1,14,0,0,0,0,0.7,17.82,0.88,60.85,545,0
2c3i_IYZ_B_decoys_1,-20.8855,12.0699,3.07786,0.761094,0,0,-11.271,712.201,0,0.682971,3,0.33907,0.78372,0.21628,2658,685,777,0,553,143,163,0,347,97,105,0,0,0,0,0,0,0,0,0,124,33,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,3,1,29902.37034,0,15,0,0,1,0,0.8,30.48,0.33,57.84,420.16,0
2c3i_IYZ_B_decoys_2,-24.6307,4.82419,1.02673,-5.05102,0,0,-27.5492,689.42,0,0.658752,4,0.311783,0.807582,0.192418,3156,839,929,0,384,101,115,0,591,145,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,0,2,2,-61320.59042,0,29,1,0,0,0,1.8,37.37,0.24,74.92,431.22,0
2c3i_IYZ_B_decoys_3,-27.8852,6.34456,0.36375,-2.93673,0,0,-28.8349,706.141,0,0.651012,5,0.358108,0.820339,0.179661,3193,860,932,0,393,104,112,0,551,146,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,0,3,4,-33807.26986,0,28,0,0,1,0,2.4,40.55,0.06,72.2,417.09,0
2c5y_MTW_A_decoys_1,-29.4784,8.28877,17.8061,-18.7326,-1.41197,-0.641974,-28.0788,749.087,2,0.576899,8,0.310858,0.57689,0.42311,2444,618,611,0,779,193,196,0,932,228,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,46,43,0,0,0,0,0,0,43,22,0,5,28,-613457.5823,3,16,0,0,0,0,-11.2,50.85,0.14,129.19,450.87,0
2c5y_MTW_A_decoys_2,-30.7658,5.50642,10.1362,-4.62179,-0.514829,-0.841685,-25.4325,895.658,2,0.577009,6,0.286778,0.574538,0.425462,3159,787,797,0,1103,271,288,0,190,52,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,26,0,9,17,-229839.5904,4,18,0,0,0,0,-2.4,40.08,0.37,94.86,572.47,0
2c5y_MTW_A_decoys_3,-25.1231,5.12927,12.4179,-14.0424,-0.743899,-1.33679,-26.2599,764.749,3,0.567894,4,0.323497,0.552374,0.447626,2304,584,591,0,649,161,168,0,827,205,218,0,111,31,32,0,0,0,0,0,169,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,25,13,-459965.9647,3,12,0,0,0,0,-1,60.27,0,132.77,426.48,0
2c68_CT6_A_decoys_1,-34.3899,8.99859,8.59279,-5.5112,0,0,-26.4124,714.755,0,0.602688,5,0.3509,0.646923,0.353077,3126,795,838,0,541,138,143,0,367,94,99,0,0,0,0,0,0,0,0,0,401,101,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,3,0,22,5,-77583.44182,0,23,0,0,1,0,-0.2,43.84,0.06,58.22,430.26,0
2c68_CT6_A_decoys_2,-26.4852,6.13335,12.0788,-5.31729,-2.09666,0,-18.1548,813.285,1,0.554639,5,0.303979,0.558028,0.441972,3284,880,886,0,466,125,119,0,343,94,85,0,103,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,8,0,21,7,52646.90417,4,20,0,0,0,0,0.6,40.86,0.27,71.42,498.71,0
2c68_CT6_A_decoys_3,-23.8796,6.30944,12.4691,-8.5089,0,-1.16528,-17.9361,701.553,1,0.585254,5,0.299656,0.580773,0.419227,2840,731,774,0,179,46,51,0,721,193,187,0,682,176,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,8,0,10,8,-191542.4248,1,14,0,0,0,0,2,53.92,0.39,72.47,476.66,0
2c69_CT8_A_decoys_1,-24.1092,9.68596,8.5097,-6.62941,-1.13143,0,-18.5084,605.375,2,0.597304,3,0.414028,0.643917,0.356083,1963,499,495,0,866,231,219,0,169,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,73,75,0,0,0,0,0,0,42,9,0,16,12,26782.84818,2,15,0,0,0,0,-1.5,34.26,0.08,71.32,335.43,0
2c69_CT8_A_decoys_3,-24.3277,46.4049,12.0979,0.0458065,0,0,13.1614,821.863,0,0.442427,3,0.284863,0.630197,0.369803,2866,748,791,0,729,176,181,0,126,30,42,0,0,0,0,0,0,0,0,0,128,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,18,0,0,20,-18758.40586,0,18,0,0,0,0,4.3,28.39,0.52,117.7,538.48,0
